"","JSE:AMS","JSE:EXX","JSE:FSR","JSE:KIO","JSE:MTN","JSE:NPN","JSE:INL","JSE:SBK","JSE:SOL","JSE:ARI","JSE:ABSP","JSE:SLM","JSE:SHP","JSE:REM","JSE:NED","JSE:APN","JSE:BVT","JSE:ANG","JSE:WHL","JSE:TBS"
"2007-01-23",0.00555273680105195,0.0276409779806883,0,-0.0207495040139083,-0.0269955043420129,0.00519631654230324,-0.0169201190510062,-0.00894193737566162,0.00514273265510923,0.0274412502082555,-0.00326619778662085,-0.0087113028471224,-0.00408088119673078,-0.00167270738750247,-0.00353982670512387,0.00658093909642155,0.00517561229258412,0.0204057636232697,-0.0169411126888184,-0.00296072899219979
"2007-01-24",0.0102311309002108,0.0161616446777035,-0.00934586241823787,0.0340534696402717,0.0135888440618963,0.0233925467012366,0.000113000734623725,-0.00199800266267225,0.0422021356997924,-0.00479460436854495,-0.00218340698094366,0.00359620218035239,0.00185701074721223,0.00161699552922023,0,0.013621768221098,0,0.0285309099596542,0,0.00579711768432567
"2007-01-25",0.0122291685264102,0.0126184639592122,-0.0224437560543,0.0174676930403912,0.015220994010356,-5.62572079694235e-05,0.00563381771825711,-0.00904074465215032,0.0129738651083962,-0.00153038945479267,0.00218340698094366,0.00562517463855361,-0.00446263291747329,-0.0219108148690346,0.000708968480600092,0.0116960397631924,-0.00369413054014167,0.0165341051751344,-0.0025157245972478,0.00317414781001624
"2007-01-26",0.00121473152808882,0.0201713588637791,0.0147316355679612,0.00259403517704726,-0.00302572091653808,-0.0064907805134915,-0.00563381771825711,0.00312327088811237,-0.00798611800523119,0.000984090615748556,0.00108991836402517,-0.0185285794744621,-0.00111877692072149,-0.00886606694356828,-0.00014175349091694,-0.00583092031079424,-0.0140133479811198,-0.0238859983098969,0.0025157245972478,-0.00635840292494549
"2007-01-29",-0.000938526582263677,0.00153491971808428,-0.0186677875994352,-0.0227083993698134,0.00121138718629865,0.0190695627203521,-0.00192275125684205,-0.00909464635646628,-0.00102848924009891,-0.00547946576462621,0.00217627942259568,-0.0236541908978891,0,-0.000287315042918124,-0.0148531722371601,-0.0058651194523982,-0.00541925155875589,0.00764484758244066,0,-0.0113720426592785
"2007-01-30",-0.000276204945825143,0.0602636761348396,0.012195273093818,0.00704228262541307,0.0273466202229429,0.0246926125903713,-0.00944100739347142,0.00697994842323979,0.00840254969281418,-0.00341240905737372,0.00865806274311431,0,-0.0112571545246345,0.0249729209313792,0.00716848947861237,0.00440206140063815,0.00871661665664725,-0.0144566612755579,0.00200803280324546,0
"2007-01-31",0.00330943490136804,0.0249567319738677,-0.00433840159859766,0.0395580381691296,0.0210975830366209,-0.0131483931368308,-0.017175224800182,-0.00201816415623846,0.00183504995933426,0.00429114373606154,-0.00421144189220612,-0.00801072374607958,0.00376648279547709,0.0005603810737842,-0.0143887374520997,-0.00557922457365301,0.000299222024972678,0.0162125879778223,0.007992050531338,0.0105018468103122
"2007-02-01",0.0239402075460085,0.0339250255785721,0.025752496102414,0.0605254203878527,0.0114680155916407,-0.0115442194535404,0.0114445500911966,0.0347429484438742,0.00142493662787402,0.0267578115245612,0.00205394375218582,0.0316649146439687,0.0078637364602141,-0.0149572422997011,0.00729218783179597,0.00411402284632523,0.0144058331495405,0.00873367996875629,0.00496278934212846,-0.0122629273946089
"2007-02-02",-0.00269179166571121,-0.00614546147149575,-0.0097935634807973,0.0204249048520406,-0.00801378072355341,0.021924557415792,-0.00865806274311431,-0.0157328712188995,0.00365482640337511,0.0206301947665857,-0.0195747914816717,-0.0167630955125615,0.0107587756377878,0.00312278465269955,0.00752502923837106,-0.00854076756967714,0.0270561958467557,-0.00873367996875629,-0.00247831601446702,0.0105202606741788
"2007-02-05",-0.0190481949706953,-0.0395385718841936,-0.0229397637629578,-0.0244010532316796,-0.0144720326085341,0.000597679933029838,-0.0145987994211527,-0.00646286117288497,0.00927987292939747,0.00209205097222309,0.000495444671717138,-0.01222444136069,-0.00332656008113119,0.0174210643556414,-0.022089976399247,-0.0251585596361554,0.00164904142047284,-0.0102866447102752,-0.0044765058589018,-0.0011634672632983
"2007-02-06",0.00109829774906345,-0.00242562721483885,0.0318855103214162,0.0259550550984144,0.0143570834733993,0.0101600528110186,0.0284159449742933,0.0221957323917845,0.0119365077196605,0.00894627833036843,-0.00384889447358994,0.0132804076678941,-0.000370301800195705,0.0165749650942129,0.0347187359378278,-0.013127955292747,7.16358036054743e-05,0.00442152525787876,0.00199203253124036,0
"2007-02-07",-0.00660795356003341,0,-0.0119455345375705,-0.00388954204866288,0.000229885058484314,0.00541599843881713,0.0147562268909152,-0.0132582349647095,-0.0200010675563913,0.00454640171410681,-0.00555123003832492,0,-0.015677812719229,-0.00825314175671998,-0.00949217299215199,-0.00338618147166514,0.00286123228103285,0,-0.00498754151103942,-0.0047259342896524
"2007-02-08",-0.0223472986919955,-0.0143887374520997,-0.0384999429276407,-0.0141289634540147,-0.00230123217421685,0.00538682334108032,-0.0210653960841789,-0.0179555946159287,-0.0214842022945732,-0.00776200533548987,0,-0.0154217361092375,0.010479137809992,-0.0139084300461327,-0.0179538036165958,0.00676093540321254,-0.0243658802589071,-0.00442152525787876,-0.00300450902029858,-0.00351514803335462
"2007-02-09",-0.00113058237028696,0.0291365940866548,0.00843886864586452,-0.0280579527951588,0.000460670283397135,-0.0159780354867767,-0.0121564449278626,-0.0136814903272526,0.010288156589489,-0.00260078170005684,0,0.00800644789374072,0.00519867490923698,-0.0201455432279847,-0.0145252727125431,0.0290382903435322,-0.014226458934079,0.02911413784825,0.00300450902029858,0.0249802899128628
"2007-02-12",0.0179377006866677,0.0203434631767152,0.0092450581440513,0.0146082255579465,-0.00971892412372632,-0.0109777745017503,0.00174570891002368,-0.0143887374520997,0.00306591962183411,-0.0523903872019247,-0.0111733005981254,-0.00266169973486008,-0.00743497848751762,-0.00389462118856798,-0.0280343417062525,-0.0147458165489134,0.0157622766930849,0.0108448551466136,0.0183309566847232,0.0165199181392239
"2007-02-13",0.0198026272961798,0.00412939334201035,0.00131377290628354,-0.0146082255579465,0.00348189766817875,0.00272851465320301,0.0115608224010764,0.0138784031720771,0.0141846349919561,0,0.00337631629590085,0.0127120355883621,0,0.0141878679735417,0.00188857468786807,-0.00605695370818893,0.0199688302188683,-0.00943981685040818,0.00684934184557484,-0.00174692219907158
"2007-02-14",0.00867684402568969,0.008207980417831,-0.0154358081298387,0.00809721023262,0.0362931590492437,0.0027210901143615,0.00286944242795251,-0.0112937545375456,0.010408420626856,0.0313369780040915,0,0.0104712998672953,0.0129751588631333,0.0154389031516509,0.00751883241402673,0,0.00357526301469058,-0.00716044986682718,0.00680274732275254,0.0151136378100478
"2007-02-15",0.0150162788591555,-0.0123373737598413,0.0280474125551562,-0.0369651942334706,0.0145307864209272,0.0174554588228837,0.0142249909313463,0.0364967014079394,0.00555998255187617,0.00541086673696078,0.0133371646778393,0.0103627870355467,-0.00369004108745408,0.018983022299885,0.0117657176770631,0.0366822102079301,0.0218858011835827,-0.0101523714640166,-0.0170944333592997,0.00498754151103853
"2007-02-16",0.0487795259281469,-0.0138891121606672,0.0281228589118978,-0.00419287826003689,0.023937602552639,-0.00933633438438086,-0.0029421770686362,0.0250688969686923,-0.00396825917562182,0.037893151395691,0.0175250925553811,-0.00051559681472213,0.00369004108745408,-0.018983022299885,0.0213864896398377,0.0325536451217907,-0.0112360732669252,-0.0102565001671895,0.0334252477848,-0.00443214021933969
"2007-02-19",0.0100807305283563,-0.007017572658647,-0.00843886864586452,0.0330608622608874,-0.00549836973599582,0.00810720931314002,0.00632627505287786,0.00966191091173663,0.0173437536259495,0.0432639981758083,-0.0125650382971294,-0.00258197922941239,0,-0.0140254753545044,0.0331403925023039,0.00846745109909897,0.0105375053027856,-0.00617513891471155,-0.030965221943938,0.00559232929453479
"2007-02-20",-0.0223132989639918,-0.00140944350323302,-0.00424629088145068,0.0359320092260642,0.0162988810776046,-5.3474506042761e-05,-0.00281928576928259,0.00479617226349305,-0.0074524761472059,-0.00488998529419327,-0.0155127764574097,0.0265321685918787,0.00367647472930877,0.00282087634164263,0.00872453623381375,-0.00563699350604985,-0.0426143055506429,-0.0190293867131839,-0.00838889696314116,0.00654910020817212
"2007-02-21",0,-0.0127751914887231,0.00424629088145068,0.00781253973679341,-0.00340933635160923,5.3474506042761e-05,0,-0.019421838561394,-0.0126784582597708,-0.019802627296178,-0.0117945764928375,-0.00454202143450111,0,-0.0202027073175195,-0.00977661418461651,-0.0136598595232584,0.0106627057440409,0,0.0147567852458446,-0.0126968307944058
"2007-02-22",0.0372463788495647,-0.0452962749151755,0.0394651422089654,0.00589697549947488,0.00850164525532193,0.000748342989808748,0.00495663963992854,0.014625666297901,0.00179265061451872,0.00995033085316699,-0.0119467857204292,0.011566636371465,-0.00367647472930877,0.0258206996217414,0.00455103183541894,-0.0129778317487137,0.00718910357246827,0.0118611104542108,0.000976085973054985,0.0137933221323348
"2007-02-23",0.0301821928351078,-0.0211488244929772,-0.00408163831964803,0.0133714433664025,-0.00850164525532193,-0.000267201070393241,0.0023570357171927,0.00240096153753733,-0.00458762148971203,-0.00496278934212846,0.0019535160922981,-0.011566636371465,0,-0.00443559302229879,0.0183427880304325,0.020968741849746,0.0197183493474551,-0.00298953884836628,0.0121213605323449,-0.01101939524961
"2007-02-26",0.0349428657419093,-0.0153849188394801,0.00895771462038386,0,-0.0021367529497347,0.00213561213042013,-0.00190764800038323,0.00716848947861237,-0.0185638906489984,0.00268296479318053,0.0111225752252828,0.00151630051796392,-0.00147438286936996,-0.00400327562356573,-0.00826450984989258,0.00340522462983905,0.00992390561122036,0.00298953884836628,-0.00774072563700923,0.00276625349289006
"2007-02-27",-0.0301700435434409,-0.0395308387566349,-0.0350623666141114,-0.0613882721017323,-0.0380406610256472,-0.034177451801586,-0.045616501760092,-0.0288895024630946,-0.052215576134909,-0.00767050630421906,0.00338028490882358,-0.0297305341583431,0.000368799561620392,-0.0114209031401717,-0.0602140906048962,-0.001984971586106,-0.019663554908778,-0.0364782086024107,-0.0136921454474042,-0.025176154892474
"2007-02-28",-0.0173247836573065,-0.0123338142556086,0.00544275992977017,0.0343073134990615,-0.0225839607907865,-0.0550181270028833,0.00515948611722727,-0.0149131201952972,-4.29175339657917e-05,-0.030459207484709,0.00672648276094989,-0.0141474720137111,-0.00443459706786609,-0.0175250925553811,-0.0103360093306613,-0.0177553347058925,-0.00997870004989743,-0.0250796843970225,0.00245881609002829,-0.0108232329678497
"2007-03-01",-0.0538514948105888,-0.0372631268837633,-0.0335416711521299,-0.00787405643090544,-0.028820438535492,-0.0176475168135788,0.0051330024041345,-0.025190248828558,-0.0216928246112591,-0.0186260002057832,0.00557104504945549,-0.0132804076678941,-0.00930239266231325,0.00608785761950337,-0.0259364284803567,-0.000578034698175856,-0.00718910357246827,-0.00953740024773175,-0.0278902539818322,-0.0255234272662275
"2007-03-02",0.00917905475899694,-0.00851068966790791,-0.00693243677564404,-0.0118485740651035,0.0116280379951181,0.0220111601013517,0.00649503559098363,0.0202027073175195,0.00873367996875452,-0.000105036500279709,0.00554018037561477,0,0.00819066380962319,0.0113800871803402,0.0177396612761775,0.00892220625930307,-0.0178348676360347,0.0183870155247146,0.027398974188114,-0.00855588638663463
"2007-03-05",-0.0382871389170685,-0.0392207131532825,-0.0508357331807572,-0.0153154694429478,-0.0145562977742077,-0.0333511801610253,-0.0413038061412347,-0.0408219945202557,-0.0399166074054431,-0.0561702714670549,-0.000552638864576238,-0.0271019297777917,-0.00781690189161122,-0.0171772048646659,-0.0399961727417448,-0.028776873070834,-0.0221307116057154,-0.0378371521502352,-0.0401056254572287,-0.0224728558520599
"2007-03-06",0.0125787822068606,-0.0224728558520582,0.0109191257753141,0.0051851367892759,0.00887545239976184,-0.012685159527317,0.0119761910467151,0.0155041865359653,0.00676440008854229,0,0.000574738067902203,0.00547946576462532,-0.000373761918011972,0.00874075780012795,0.0107665344268071,0.0212991275566878,0.00740661000090093,0.0261899765542921,-0.0123521899909518,0.0180185055026794
"2007-03-07",0.0206192872027362,0.0531098253139479,0.00900906994236639,0.0100503358535011,0.00625871305883052,0.00291368422715976,0.0259693813785198,0.0051151006667709,-0.0113450108324766,-0.00278164296187633,0.0109670223722702,0.0027285146532039,0.00186741417479563,-0.0116519680075857,-0.0139645403503739,-0.0198257222510883,0.00401696590136424,-0.0067718906971912,0.0215172235941008,-0.00896866998276025
"2007-03-08",0.0302520431705204,0.0584315494189589,0.0304726603090169,0.0237165266173154,0.00621978508243082,0.0337904209201305,0.0224805888771016,0.0350913198112686,0.022518311430602,0.0138314791484611,-0.00520477821997822,0.0395350632370777,0.0129751588631333,0.0142996039504641,0.0141186116857064,0.0143256360165207,0.028542003339485,0.00718565966087503,-0.0168672539652412,0.00479329857227917
"2007-03-09",0.0291713773002797,0.00162495973357402,0.0240664816873366,-0.00784317746102481,0.0272965585761611,0.0274544045853666,0.0194311723786402,0.0195128142235816,-0.00445435034938058,-0.0110498361865847,-0.00137419287806395,0.0109404581731836,0.00183992692200707,0.00875617234946091,0.0204337698209542,0.00723068949314687,-0.00847739018904292,0.00871292640692367,0.0102565001671886,0.0130643188277269
"2007-03-12",-0.0164812261837923,-0.0261549574768516,-0.00212539931231337,0.00784317746102481,0.0210068531792942,0.00908065263574542,-0.0100615717454353,-0.0106849001000153,-0.00447428039491982,0,-0.0495577854479485,-0.000518268993202398,-0.00738010729762273,-0.00600087527313775,0.0112571545246336,-0.00317506400373624,-0.00218531555499801,0,0.0286667857296488,0.0204386676772739
"2007-03-13",0.0019531256208829,-0.0253178079842886,-0.0254269246847096,0.011650617219976,-0.0159915180635615,-0.0142249909313463,-0.00687752865928282,-0.00391389932113739,-0.00134619719679741,-0.0122975278104072,5.7798456797542e-05,-0.0177828953892023,0.0036968618813269,-0.00690252956277071,-0.016478308226537,0.0040392438069059,0.00225807722418381,0.0109805024834433,-0.0109672086302472,-0.00870832789178344
"2007-03-14",-0.0146432767373703,-0.0392207131532825,-0.0180581872550292,-0.0273989741881149,-0.0391095464587092,-0.0261263045922195,-0.0272952725094697,-0.0379665979238499,-0.0305471665791561,-0.0273677285820249,0.00219386959421364,-0.0159577854386113,-0.0036968618813269,-0.0234178122181454,-0.0188395830923351,-0.0238939106184368,-0.0278881961530217,-0.0220829162877489,-0.00906350615334706,-0.0447168387817971
"2007-03-15",0.0339675495637728,0.0134206499589613,-0.00222469502211098,0.023530497410194,0.0507150925790167,0.0289875368732524,0.0245763402804915,0.00760845668815513,0.00231213975837896,0.0407757506764597,-0.00230946984866343,0.0290641329439119,0,0.00917545550260357,0.0171691195300099,0.00705262987925259,0.00997551635550487,0.0267211290885676,0.011566636371465,0.0072904332626802
"2007-03-16",-0.0232343462342453,0.00420095139085852,-0.0302984966834492,0,0.00547946576462621,0.000571265368291662,0.0119532320818134,-0.0147622940447736,-0.00695251931488272,-0.0338632807558366,0,0,-0.0323701578082529,0.00122875297049241,0.00311089442432255,0.0271536035783253,-0.00259595918082134,0.018493119222601,-0.0304592074847081,0.0132292969684968
"2007-03-19",0.0261010467163221,0.0215991118034626,0.0163938097756766,0.0305367238600827,0.0184087494100691,0.0107924932820218,0.0211841782132343,0.00460476638674834,0,0.0841849601040785,0.00288600488913637,0.0180650073976389,0.0323701578082529,0.0115695601728163,0.00528901875179066,0.0366525850475696,0.00555454122056709,0.0181273845925567,0.0502618347808879,0.0154122789948872
"2007-03-20",0.0019065782705816,0.0253178079842886,0.0293746086799036,0,-0.00322407587175277,-5.64987711655363e-05,0.00787061343232942,0.04051566889372,0.0138570346614273,0.0234691345408482,-0.00404274301696006,0.00764334931256805,0,0.00742898403581194,0.0171838371002675,-0.00357782134788387,0.0126960205335873,-0.0093247780491339,0.0112114262329897,0.0160470255975174
"2007-03-22",0.028170876966696,0.024692612590373,0.0298142627104268,0.0332747888848726,0.0234053237315521,0.00625195649295307,0.0296095434865773,0.00215454005586402,0.0181823190831896,0.000103087469808472,-0.00464037955650198,0.00909556548448531,0.0110498361865856,-0.00800718584434534,0,0.0158646653405352,0.0207130415975421,-0.00157270780057139,-0.00632144093879816,-0.0101819061451192
"2007-03-23",0.00829880281469464,0.0161293819298827,0.00932210140649303,0.0461893824693735,0.0196789108541058,0.00783001763271685,-0.0122309421562612,0.0268329968173884,0.0611544231533312,0.018283538780631,-0.00583092031079246,0.00150791684767615,0.00365631120310983,0.014925650216675,0.0291272096582382,0.0354561996622564,0.0112225057367397,-0.000666121682668219,0.00486618965117369,-0.00439561147303813
"2007-03-26",0.000917852290228893,0.00971267885379312,-0.0369457827371011,0.0192578166044157,-0.0102596889376141,0.00561096997203769,-0.0156379568525313,-0.00477327875265665,-0.00212089156913819,-0.0180773957166149,-0.00851568793101265,0.00451015547788636,0,-0.00858374369139092,7.19450340245231e-05,-0.01957216668821,-0.0254663261535875,-0.00961721454707387,0.0192313619278872,-0.00736923010654955
"2007-03-27",-0.0138570346614255,0.00142506555666344,0.0195022432314413,0.00136147059832048,-0.0305666015673989,0.0123329207295182,0.000543330630046412,0.00477327875265665,0.0147526384750396,0.0180773957166149,0,0.00199800266267314,0.0162899529792693,0.0119967162876318,0.0072399154991416,-0.0104712998672962,-0.00362924111786356,-0.00853787318382615,0.0141846349919561,0.0118233194018895
"2007-03-28",0.0184337016888385,-0.00285216482368433,-0.0195022432314413,-0.00682596507039968,-0.0147141029657583,-0.02297043018749,-0.0142234345341272,-0.0095694510161497,0.0288679840008506,0.0114724011622354,0.00849229584455458,-0.00149812762102197,-0.00540055318000032,0.00639630856488616,0,-0.00514139950041859,-0.00641963103433341,0.017973341145721,-0.0251974348273585,-0.00298673760139145
"2007-03-29",0.0225743220385386,0.0233681142150228,0.0394731640318895,0,0.030589989123154,-0.0203626945188837,0.0082304991365163,0.012422519998557,0.00809721023262,0.0320988471314045,-0.0011468830617325,-0.000499875041651165,-0.0068828382568098,0.00999334613505276,0.0141132089714269,0.0010845988048036,-0.00329876045939415,-0.0162168192229313,0.0340780727663983,0.015711699404763
"2007-03-30",0.0216391751034806,0.0152298920970555,0.0343221615662141,0.020339684237122,0.0403990721202092,0.00285306898240556,0.0194811355718212,0.014144507386165,-0.0242844297792786,-0.00193986481782638,-0.00470660907929421,0,0.00868626525596028,0.0110553610637254,-0.00706716722309153,-0.0147422817372025,0.00315237972283811,0.000646362693521141,0.0188989261680366,0.0217027364454943
"2007-04-02",0.0143138423052704,-0.00766287274556987,-0.0122700925918142,-0.0101181301655835,-0.00519111553031593,0.0253178079842904,-0.00107238616175209,0.0111733005981254,-0.00850539304371267,0.00966191091173663,1.17647750865757e-05,0.0202927032677627,0.00180018050414787,0.00852707683582032,0.0210534091978314,-0.00773057411485567,0.00350723726456437,0.00340956543541004,0,0.0350289761574452
"2007-04-03",0.00601118169028148,0.0152674721307893,0.0102355038940267,0.00877494661911626,0.01015340228399,0.0121481339356464,0.0212322201057749,0.0133365968446508,-0.029600469776291,0.0095694510161497,-0.00176626481008135,0.00683596412048981,0.00716848947861237,-0.00301742102485036,0.012422519998557,0.0186716022930629,0.00371301070892294,0.0224680858073931,0.0140560010838806,-0.00854659231764465
"2007-04-04",0.00171086440362878,-0.022214624733774,0.0020345886977875,-0.0121705356202551,-0.0254758265867761,0.00983077278312905,0.00836824967051619,0.000456725287683923,0.00854706057845966,0.0751958156115595,0,0.0120920457650291,0.03474643275836,0,-0.0138123742876104,0.0223277600886007,-0.00890516833840671,-0.00456786465605319,-0.0301668213565796,0.00548698221625976
"2007-04-05",0,-0.0101207559091616,-0.00939357530120244,0.00947874395454384,-0.00269793667851737,-0.0191495797086159,0,-0.0156468907816585,4.25522861267069e-05,0.00598909664075542,-0.000589448882378107,-0.00481928643594909,0.000344887052910359,0.00820798041782922,0.0117526413246001,0.0249586054101343,-0.0139542298968909,-0.00680017731906446,-0.0093240768751226,-0.00136892560734303
"2007-04-10",0.0228982164655225,0.0170679085121463,0.00123026466204124,0.000673627509474528,0.00776280873902735,0.00282134449865445,0.0195983580686274,0.00277906617026602,0.0147412438981096,0.026943198649672,-0.00828897581895482,0.0191393402106979,0.00687287928776215,0.0178238583001171,0.00684934184557484,-0.0023379670345669,0.0164439792790976,0.00680017731906446,0.0190216823131077,-0.00687287928776215
"2007-04-11",-0.0220438806596075,-0.018634079544892,-0.0270006018185054,-0.013559529785633,-0.0102596889376141,0.00292357546132038,-0.0284919557943049,-0.0120987981190677,0.00855865781706733,-0.00849826995314551,0,-0.00475060275859818,-0.00687287928776215,-0.0151027681857556,-0.0294393554506822,-0.0109833740114844,-0.00800386106355333,0.00783070562120614,-0.000459664453048347,-0.018093743442698
"2007-04-12",0.0309838350016083,0.0140080111561112,0.0228938198658524,0.00204568772329417,0,0.0144910259608615,0.0100387750930331,0.0331522073169008,0.0113672816440147,0.00430108189939205,-0.00118976813558902,0.00237812240496726,0,0.0108109161042158,0.0102113070797163,-0.00871522748620457,0.00734541278282208,0.00414548542551074,-0.000459875841629653,0.00140350900231923
"2007-04-13",0.0100089391279781,0.00231570925559765,0.0363676441708751,-0.0054644944720792,0.0388199918495822,-0.0120154367444112,0.00404963950974846,-0.000906207583538432,0.0150526001889659,0.00854706057845789,0,0.0056845250183839,0.0030986425206363,-0.00539084863487815,0.0158092416221809,-0.0200944470597531,0.0334647857374577,0.0293276150945196,0.0118885716652519,-0.00692433875367371
"2007-04-16",0.0322608622182212,0.0099732318787531,-0.0208507954801904,-0.00652811114092344,0.0315608049122176,0.00553410908039531,0.0153224243027861,0.0152056553351443,-0.00194528936723692,0.00847462699097257,0.00237812240496815,0.0154678499868428,0.0308029091550441,0.012088797319004,0.0270286723879192,0.010767264184615,0.00275647769686138,0.00932058988488293,0.00859928358618678,0.0222343107250946
"2007-04-17",-0.0240975515790609,-0.00152788417805283,0.042441428072558,0.0200661933463433,0.00956575244250502,-0.000601240760371269,0.00519111553031593,0.0317263746436751,-0.00105528055900805,0.0291900480120564,0.000593647984189261,0.0115608224010764,0.00995033085316877,-0.00616045874912352,0.00730657518243838,-0.0156506162656456,0,-0.0240235259759451,-0.00632913505164723,0.0109891215755962
